chapter,verse,sanskrit,english,transliteration,verse_id
15,12,यदादित्यगतं तेजो जगद्भासयतेऽखिलम् |यच्चन्द्रमसि यच्चाग्नौ तत्तेजो विद्धि मामकम् |,"The light in the sun, that illumines the entire solar world, and that which shines in the moon and that too which shines in the fire, know that light to be Mine.",yadādityagataṃ tejo jagadbhāsayate.akhilam .yaccandramasi yaccāgnau tattejo viddhi māmakam,BG_15_12
15,13,गामाविश्य च भूतानि धारयाम्यहमोजसा |पुष्णामि चौषधीः सर्वाः सोमो भूत्वा रसात्मकः |,"And permeating the soil, it is I who support all creatures by My vital power; and becoming the nectarine moon, I nourish all pllants.",gāmāviśya ca bhūtāni dhārayāmyahamojasā .puṣṇāmi cauṣadhīḥ sarvāḥ somo bhūtvā rasātmakaḥ,BG_15_13
15,14,अहं वैश्वानरो भूत्वा प्राणिनां देहमाश्रितः |प्राणापानसमायुक्तः पचाम्यन्नं चतुर्विधम् |,"Taking the form of fire lodged in the body of all creatures and united with the Pranaand Apanabreaths, it is I who consume the four kinds of food.",ahaṃ vaiśvānaro bhūtvā prāṇināṃ dehamāśritaḥ .prāṇāpānasamāyuktaḥ pacāmyannaṃ caturvidham,BG_15_14
15,15,सर्वस्य चाहं हृदि सन्निविष्टोमत्तः स्मृतिर्ज्ञानमपोहनञ्च |वेदैश्च सर्वैरहमेव वेद्योवेदान्तकृद्वेदविदेव चाहम् |,"I am seated in the hearts of all; I am the beginning, the middle and the end of knowledge. I am memory, knowledge and forgetfulness. I am indeed the knower of the Vedas, and the author of Vedanta, and the remover of doubts.",sarvasya cāhaṃ hṛdi sanniviṣṭo mattaḥ smṛtirjñānamapohanañca .vedaiśca sarvairahameva vedyo vedāntakṛdvedavideva cāham,BG_15_15
15,16,द्वाविमौ पुरुषौ लोके क्षरश्चाक्षर एव च |क्षरः सर्वाणि भूतानि कूटस्थोऽक्षर उच्यते |,"The perishable and the imperishable too—these are the two kinds of Purushas in this world. Of these, the bodies of all beings are spoken of as the perishable; while the jivatma or the embodied soul is called imperishable.",dvāvimau puruṣau loke kṣaraścākṣara eva ca .kṣaraḥ sarvāṇi bhūtāni kūṭastho.akṣara ucyate,BG_15_16
15,17,उत्तमः पुरुषस्त्वन्यः परमात्मेत्युधाहृतः |यो लोकत्रयमाविश्य बिभर्त्यव्यय ईश्वरः |,"The Supreme Person is yet other than these, who, having entered all the three worlds, upholds and maintains all, and has been spoken of as the imperishable Lord and the supreme Spirit.",uttamaḥ puruṣastvanyaḥ paramātmetyudhāhṛtaḥ .yo lokatrayamāviśya bibhartyavyaya īśvaraḥ,BG_15_17
15,18,यस्मात्क्षरमतीतोऽहमक्षरादपि चोत्तमः |अतोऽस्मि लोके वेदे च प्रथितः पुरुषोत्तमः |,"Since I am wholly beyond the perishable world of matter of Ksetra, and am superior even to the imperishable soul, hence I am well known in the world and in the Vedas as the Supreme Person.",yasmātkṣaramatīto.ahamakṣarādapi cottamaḥ .ato.asmi loke vedeca prathitaḥ puruṣottamaḥ,BG_15_18
15,20,इति गुह्यतमं शास्त्रमिदमुक्तं मयानघ |एतद्बुद्ध्वा बुद्धिमान्स्यात्कृतकृत्यश्च भारत |,"Arjuna, this most esoteric teaching has thus been imparted by Me; grasping it in essence man becomes wise and his mission in life is accomplished.",iti guhyatamaṃ śāstramidamuktaṃ mayānagha .etadbuddhvā buddhimānsyātkṛtakṛtyaśca bhārata,BG_15_20
16,1,श्रीभगवानुवाच |अभयं सत्त्वसंशुद्धिर्ज्ञानयोगव्यवस्थितिः |दानं दमश्च यज्ञश्च स्वाध्यायस्तप आर्जवम् |,"Absolute fearlessness, perfect purity of mind; constant fixity in the Yoga of meditation for the sake of Self-Realization, and even so charity in its Sattvika form, control of the senses, worship of god and other deities as well as of one’s elders including the performance of Agnihotraand other sacred duties, study and teaching of the Vedas and other sacred books as well as the chanting of God’s names and praises, suffering hardships for the discharge of one’s sacred obligations and straightness of mind as well as of the body and senses.",śrībhagavānuvāca .abhayaṃ sattvasaṃśuddhirjñānayogavyavasthitiḥ .dānaṃ damaśca yajñaśca svādhyāyastapa ārjavam,BG_16_1
16,2,अहिंसा सत्यमक्रोधस्त्यागः शान्तिरपैशुनम् |दया भूतेष्वलोलुप्त्वं मार्दवं ह्रीरचापलम् |,"Non-violence in thought, word and deed, truthfulness and geniality of speech, absence of anger even on provocation, disclaiming doership in respect of actions, quietude or composure of mind, abstaining from malicious gossip, compassion towards all creatures, absence of attachment to the objects of senses even during their contact with the senses, mildness, a sense of shame in transgressing against the scriptures or usage, and abstaining from frivolous pursuits.",ahiṃsā satyamakrodhastyāgaḥ śāntirapaiśunam .dayā bhūteṣvaloluptvaṃ mārdavaṃ hrīracāpalam,BG_16_2
16,4,दम्भो दर्पोऽभिमानश्च क्रोधः पारुष्यमेव च |अज्ञानं चाभिजातस्य पार्थ सम्पदमासुरीम् |,"Hypocrisy, arrogance and pride, and anger, sternness and ignorance too,—these are marks of him, who is born with demoniac properties.",dambho darpo.abhimānaśca krodhaḥ pāruṣyameva ca .ajñānaṃ cābhijātasya pārtha sampadamāsurīm,BG_16_4
16,5,दैवी सम्पद्विमोक्षाय निबन्धायासुरी मता |मा शुचः सम्पदं दैवीमभिजातोऽसि पाण्डव |,"The divine gift has been recognized as conducive to liberation, and the demoniac gift as conducive to bondage; Grieve not Arjuna, for you are born with the divine endowment.",daivī sampadvimokṣāya nibandhāyāsurī matā .mā śucaḥ sampadaṃ daivīmabhijāto.asi pāṇḍava,BG_16_5
16,6,द्वौ भूतसर्गौ लोकेऽस्मिन्दैव आसुर एव च |दैवो विस्तरशः प्रोक्त आसुरं पार्थ मे शृणु |,"There are only two types of men in this world, Arjuna,—the one possessing a divine nature and the other possessing a demoniac disposition. Of these, the type possessing a divine nature has been dealt with at length; now hear in detail from Me about the type possessing demoniac disposition. Clinging to this false view these slow-witted men of a vile disposition and terrible deeds, these enemies of mankind; prove equal only to the destruction of the universe.",dvau bhūtasargau loke.asmindaiva āsura eva ca .daivo vistaraśaḥ prokta āsuraṃ pārtha me śṛṇu,BG_16_6
16,7,प्रवृत्तिं च निवृत्तिं च जना न विदुरासुराः |न शौचं नापि चाचारो न सत्यं तेषु विद्यते |,Men possessing a demoniac disposition know not what is right activity and what is right abstinence from activity. Hence they possess neither puritynor good conduct nor even truthfulness.,pravṛttiṃ ca nivṛttiṃ ca janā na vidurāsurāḥ .na śaucaṃ nāpi cācāro na satyaṃ teṣu vidyate,BG_16_7
16,8,असत्यमप्रतिष्ठं ते जगदाहुरनीश्वरम् |अपरस्परसम्भूतं किमन्यत्कामहैतुकम् |,"Men possessing a demoniac disposition say that the world is without foundation, without God, born of mutual union of male and female only; therefore, desire alone is its cause. What else can there be?",asatyamapratiṣṭhaṃ te jagadāhuranīśvaram .aparasparasambhūtaṃ kimanyatkāmahaitukam,BG_16_8
16,10,काममाश्रित्य दुष्पूरं दम्भमानमदान्विताः |मोहाद्गृहीत्वासद्ग्राहान्प्रवर्तन्तेऽशुचिव्रताः |,"Clinging to desires, wicked, arrogant, and haughty, deluded by ignorance, they take refuge in false doctrines and engage in impure conduct in the world.",kāmamāśritya duṣpūraṃ dambhamānamadānvitāḥ .mohādgṛhītvāsadgrāhānpravartante.aśucivratāḥ,BG_16_10
16,11,चिन्तामपरिमेयां च प्रलयान्तामुपाश्रिताः |कामोपभोगपरमा एतावदिति निश्चिताः |,"Giving themselves up to innumerable cares ending only with death, they remain devoted to the enjoyment of sensuous pleasures and are positive in their belief that this is the highest limit of joy.",cintāmaparimeyāṃ ca pralayāntāmupāśritāḥ .kāmopabhogaparamā etāvaditi niścitāḥ,BG_16_11
16,12,आशापाशशतैर्बद्धाः कामक्रोधपरायणाः |ईहन्ते कामभोगार्थमन्यायेनार्थसञ्चयान् |,"Bound by hundreds of snares of desire, devoted to lust and anger, they unjustly accumulate wealth and other objects for the sake of sensuous enjoyment.",āśāpāśaśatairbaddhāḥ kāmakrodhaparāyaṇāḥ .īhante kāmabhogārthamanyāyenārthasañcayān,BG_16_12
16,14,असौ मया हतः शत्रुर्हनिष्ये चापरानपि |ईश्वरोऽहमहं भोगी सिद्धोऽहं बलवान्सुखी |,"That enemy has been slain by me and I shall kill those others too. I am the Lord of all, the enjoyer of all power; I am endowed with all supernatural powers, and am mighty and happy.",asau mayā hataḥ śatrurhaniṣye cāparānapi .īśvaro.ahamahaṃ bhogī siddho.ahaṃ balavānsukhī,BG_16_14
16,15,आढ्योऽभिजनवानस्मि कोऽन्योऽस्ति सदृशो मया |यक्ष्ये दास्यामि मोदिष्य इत्यज्ञानविमोहिताः |,"I am wealthy and own a large family; who else is like unto me? I will sacrifice to gods, I will give alms, I will make merry.",āḍhyo.abhijanavānasmi ko.anyo.asti sadṛśo mayā .yakṣye dāsyāmi modiṣya ityajñānavimohitāḥ,BG_16_15
16,16,अनेकचित्तविभ्रान्ता मोहजालसमावृताः |प्रसक्ताः कामभोगेषु पतन्ति नरकेऽशुचौ |,"Thus blinded by ignorance, enveloped in the mesh of delusion and addicted to the enjoyment of sensuous pleasures, their mind bewildered by numerous thoughts, these men of a devilish disposition fall into the foulest hell.",anekacittavibhrāntā mohajālasamāvṛtāḥ .prasaktāḥ kāmabhogeṣu patanti narake.aśucau,BG_16_16
16,18,अहंकारं बलं दर्पं कामं क्रोधं च संश्रिताः |मामात्मपरदेहेषु प्रद्विषन्तोऽभ्यसूयकाः |,"Given over to egotism, brute force, arrogance, lust and anger etc. and culminating others, they hate Medwelling in their own bodies as well as in those of others.",ahaṃkāraṃ balaṃ darpaṃ kāmaṃ krodhaṃ ca saṃśritāḥ .māmātmaparadeheṣu pradviṣanto.abhyasūyakāḥ,BG_16_18
16,19,तानहं द्विषतः क्रुरान्संसारेषु नराधमान् |क्षिपाम्यजस्रमशुभानासुरीष्वेव योनिषु |,"These haters, sinful, cruel and vilest among men, I cast again and again into demoniacal wombs in this world.",tānahaṃ dviṣataḥ krurānsaṃsāreṣu narādhamān .kṣipāmyajasramaśubhānāsurīṣveva yoniṣu,BG_16_19
16,20,आसुरीं योनिमापन्ना मूढा जन्मनि जन्मनि |मामप्राप्यैव कौन्तेय ततो यान्त्यधमां गतिम् |,"Failing to reach Me, Arjun, these stupid souls are born life after life in demoniac wombs and then verily sink down to a still lower plane.",āsurīṃ yonimāpannā mūḍhā janmani janmani .māmaprāpyaiva kaunteya tato yāntyadhamāṃ gatim,BG_16_20
16,21,त्रिविधं नरकस्येदं द्वारं नाशनमात्मनः |कामः क्रोधस्तथा लोभस्तस्मादेतत्त्रयं त्यजेत् |,"Desire, anger and greed— this triple gate of hell brings about the ruination of the soul. Therefore, one should, avoid all these three.",trividhaṃ narakasyedaṃ dvāraṃ nāśanamātmanaḥ .kāmaḥ krodhastathā lobhastasmādetattrayaṃ tyajet,BG_16_21
16,22,एतैर्विमुक्तः कौन्तेय तमोद्वारैस्त्रिभिर्नरः |आचरत्यात्मनः श्रेयस्ततो याति परां गतिम् |,"Freed from these three gates of hell, man works his own salvation and thereby attains the supreme goal i.e., God.",etairvimuktaḥ kaunteya tamodvāraistribhirnaraḥ .ācaratyātmanaḥ śreyastato yāti parāṃ gatim,BG_16_22
16,24,तस्माच्छास्त्रं प्रमाणं ते कार्याकार्यव्यवस्थितौ |ज्ञात्वा शास्त्रविधानोक्तं कर्म कर्तुमिहार्हसि |,"Therefore, the scripture alone is your guide in determining what should be done and what should not be done. Knowing this, you ought to perform only such action as is ordained by the scriptures.",tasmācchāstraṃ pramāṇaṃ te kāryākāryavyavasthitau .jñātvā śāstravidhānoktaṃ karma kartumihārhasi,BG_16_24
17,1,अर्जुन उवाच |ये शास्त्रविधिमुत्सृज्य यजन्ते श्रद्धयान्विताः |तेषां निष्ठा तु का कृष्ण सत्त्वमाहो रजस्तमः |,"Arjuna said: Those who endowed with faith, worship gods and others casting aside the injunctions of the scriptures, where do they stand, Krishna,— in Sattva, Rajas or Tamas?",arjuna uvāca .ye śāstravidhimutsṛjya yajante śraddhayānvitāḥ .teṣāṃ niṣṭhā tu kā kṛṣṇa sattvamāho rajastamaḥ,BG_17_1
17,2,श्रीभगवानुवाच |त्रिविधा भवति श्रद्धा देहिनां सा स्वभावजा |सात्त्विकी राजसी चैव तामसी चेति तां शृणु |,Shree Bhagavan said: that untutored innate faith of men is of three kinds—Sattvika and Rajasika and Tamasika. Hear of it from Me.,śrībhagavānuvāca .trividhā bhavati śraddhā dehināṃ sā svabhāvajā .sāttvikī rājasī caiva tāmasī ceti tāṃ śṛṇu,BG_17_2
17,4,यजन्ते सात्त्विका देवान्यक्षरक्षांसि राजसाः |प्रेतान्भूतगणांश्चान्ये यजन्ते तामसा जनाः |,"Men of a Sattvika disposition worship gods; those of Rajasika temperament worship demigods and demons; while others, who are men of a Tamasika disposition, worship the spirits of the dead and groups of ghosts.",yajante sāttvikā devānyakṣarakṣāṃsi rājasāḥ .pretānbhūtagaṇāṃścānye yajante tāmasā janāḥ,BG_17_4
17,6,कर्षयन्तः शरीरस्थं भूतग्राममचेतसः |मां चैवान्तःशरीरस्थं तान्विद्ध्यासुरनिश्चयान् |,"And who emaciate the elements constituting their body as well as Me, the supreme Spirit, dwelling in their heart,—know these senseless people to have a demoniac disposition.",karṣayantaḥ śarīrasthaṃ bhūtagrāmamacetasaḥ .māṃ caivāntaḥśarīrasthaṃ tānviddhyāsuraniścayān,BG_17_6
17,7,आहारस्त्वपि सर्वस्य त्रिविधो भवति प्रियः |यज्ञस्तपस्तथा दानं तेषां भेदमिमं शृणु |,"Food also, which is agreeable to different men according to their innate disposition, is of three kinds. And likewise sacrifice, penance and charity too are of three kinds each; hear their distinction as follows.",āhārastvapi sarvasya trividho bhavati priyaḥ .yajñastapastathā dānaṃ teṣāṃ bhedamimaṃ śṛṇu,BG_17_7
17,8,आयुःसत्त्वबलारोग्यसुखप्रीतिविवर्धनाः |रस्याः स्निग्धाः स्थिरा हृद्या आहाराः सात्त्विकप्रियाः |,"Foods which promote longevity, intelligence, vigour, health, happiness and cheerfulness, and which are sweet, bland, substantial and naturally agreeable, are dear to the Sattvika type of men.",āyuḥsattvabalārogyasukhaprītivivardhanāḥ .rasyāḥ snigdhāḥ sthirā hṛdyā āhārāḥ sāttvikapriyāḥ,BG_17_8
17,9,कट्वम्ललवणात्युष्णतीक्ष्णरूक्षविदाहिनः |आहारा राजसस्येष्टा दुःखशोकामयप्रदाः |,"Foods which are bitter, acid, salty, overhot, pungent, dry and burning, and which cause suffering, grief and sickness, are dear to the Rajasika type of men.",kaṭvamlalavaṇātyuṣṇatīkṣṇarūkṣavidāhinaḥ .āhārā rājasasyeṣṭā duḥkhaśokāmayapradāḥ,BG_17_9
17,10,यातयामं गतरसं पूति पर्युषितं च यत् |उच्छिष्टमपि चामेध्यं भोजनं तामसप्रियम् |,"Food which is half-cooked or half-ripe, insipid, putrid, stale and polluted, and which is impure too, is dear to men a Tamasika disposition.",yātayāmaṃ gatarasaṃ pūti paryuṣitaṃ ca yat .ucchiṣṭamapi cāmedhyaṃ bhojanaṃ tāmasapriyam,BG_17_10
17,11,अफलाङ्क्षिभिर्यज्ञो विधिदृष्टो य इज्यते |यष्टव्यमेवेति मनः समाधाय स सात्त्विकः |,"The sacrifice which is offered, as ordained by scriptural injunctions, by men who expect no return and who believe that such sacrifices must be performed, is Sattvika in character.",aphalāṅkṣibhiryajño vidhidṛṣṭo ya ijyate .yaṣṭavyameveti manaḥ samādhāya sa sāttvikaḥ,BG_17_11
17,13,विधिहीनमसृष्टान्नं मन्त्रहीनमदक्षिणम् |श्रद्धाविरहितं यज्ञं तामसं परिचक्षते |,"A sacrifice which has no respect for scriptural injunctions, in which no food is offered, and no sacrificial fees are paid, which is without sacred chant and devoid of faith, is said to be Tamasika.",vidhihīnamasṛṣṭānnaṃ mantrahīnamadakṣiṇam .śraddhāvirahitaṃ yajñaṃ tāmasaṃ paricakṣate,BG_17_13
17,14,देवद्विजगुरुप्राज्ञपूजनं शौचमार्जवम् |ब्रह्मचर्यमहिंसा च शारीरं तप उच्यते |,"Worship of gods, the Brahmanas, one’s elders and wise men, purity, straightness, continence and harmlessness—this is called bodily penance.",devadvijaguruprājñapūjanaṃ śaucamārjavam .brahmacaryamahiṃsā ca śārīraṃ tapa ucyate,BG_17_14
17,15,अनुद्वेगकरं वाक्यं सत्यं प्रियहितं च यत् |स्वाध्यायाभ्यसनं चैव वाङ्मयं तप उच्यते |,"Words which cause no annoyance to others and are truthful, agreeable and wholesome, as well as the study of the Vedas and other Sastras and the practice of repetition of the Divine Name—this is known as the austerity of speech.",anudvegakaraṃ vākyaṃ satyaṃ priyahitaṃ ca yat .svādhyāyābhyasanaṃ caiva vāṅmayaṃ tapa ucyate,BG_17_15
17,17,श्रद्धया परया तप्तं तपस्तत्त्रिविधं नरैः |अफलाकाङ्क्षिभिर्युक्तैः सात्त्विकं परिचक्षते |,This threefold penance performed with supreme faith by Yogis expecting no return is called Sattvika.,śraddhayā parayā taptaṃ tapastattrividhaṃ naraiḥ .aphalākāṅkṣibhiryuktaiḥ sāttvikaṃ paricakṣate,BG_17_17
17,18,सत्कारमानपूजार्थं तपो दम्भेन चैव यत् |क्रियते तदिह प्रोक्तं राजसं चलमध्रुवम् |,"The penance which is performed for the sake of show, honor, and worship, or for any other selfish purpose, either by nature or hypocrisy, is said to be Rajasic, producing uncertain and temporary results.",satkāramānapūjārthaṃ tapo dambhena caiva yat .kriyate tadiha proktaṃ rājasaṃ calamadhruvam,BG_17_18
17,19,मूढग्राहेणात्मनो यत्पीडया क्रियते तपः |परस्योत्सादनार्थं वा तत्तामसमुदाहृतम् |,"Austerity which is practised through perversity and is accompanied with self-mortification or is intended to harm others, such austerity has been declared as Tamasika.",mūḍhagrāheṇātmano yatpīḍayā kriyate tapaḥ .parasyotsādanārthaṃ vā tattāmasamudāhṛtam,BG_17_19
17,22,अदेशकाले यद्दानमपात्रेभ्यश्च दीयते |असत्कृतमवज्ञातं तत्तामसमुदाहृतम् |,"A gift which is made without good grace and in a disdainful spirit out of time and place and to undeserving persons, is said to be Tamasika.",adeśakāle yaddānamapātrebhyaśca dīyate .asatkṛtamavajñātaṃ tattāmasamudāhṛtam,BG_17_22
17,23,ॐतत्सदिति निर्देशो ब्रह्मणस्त्रिविधः स्मृतः |ब्राह्मणास्तेन वेदाश्च यज्ञाश्च विहिताः पुरा |,"OM, TAT and SAT—This has been declared as the threefold appellation of the Absolute, who is Truth, Consciousness and Bliss solidified. By That the Brahmanas and the Vedas as well as sacrifices were created at the cosmic dawn.",OMtatsaditi nirdeśo brahmaṇastrividhaḥ smṛtaḥ .brāhmaṇāstena vedāśca yajñāśca vihitāḥ purā,BG_17_23
17,24,तस्मादोमित्युदाहृत्य यज्ञदानतपःक्रियाः |प्रवर्तन्ते विधानोक्ताः सततं ब्रह्मवादिनाम् |,"Therefore, acts of sacrifice, charity and austerity as enjoined by sacred precepts are always commenced by noble souls given to the recitation of Vedic chants with utterance of the divine name OM.",tasmādomityudāhṛtya yajñadānatapaḥkriyāḥ .pravartante vidhānoktāḥ satataṃ brahmavādinām,BG_17_24
17,25,तदित्यनभिसन्धाय फलं यज्ञतपःक्रियाः |दानक्रियाश्च विविधाः क्रियन्ते मोक्षकाङ्क्षिभिः |,"With the idea that all this belongs to that Supreme Being, various acts of sacrifice, austerity and charity are performed by men desiring welfare, without attachment to the fruits.",tadityanabhisandhāya phalaṃ yajñatapaḥkriyāḥ .dānakriyāśca vividhāḥ kriyante mokṣakāṅkṣibhiḥ,BG_17_25
17,26,सद्भावे साधुभावे च सदित्येतत्प्रयुज्यते |प्रशस्ते कर्मणि तथा सच्छब्दः पार्थ युज्यते |,"The name of God, SAT, is employed in the sense of truth and goodness. And the word SAT is also used in the sense of a praiseworthy act, Arjuna.",sadbhāve sādhubhāve ca sadityetatprayujyate .praśaste karmaṇi tathā sacchabdaḥ pārtha yujyate,BG_17_26
17,27,यज्ञे तपसि दाने च स्थितिः सदिति चोच्यते |कर्म चैव तदर्थीयं सदित्येवाभिधीयते |,"And the steadfastness in sacrifice, austerity, and charity is also called 'Sat,' and action done for the sake of the Supreme is also designated as 'Sat'.",yajñe tapasi dāne ca sthitiḥ saditi cocyate .karma caiva tadarthīyaṃ sadityevābhidhīyate,BG_17_27
17,28,अश्रद्धया हुतं दत्तं तपस्तप्तं कृतं च यत् |असदित्युच्यते पार्थ न च तत्प्रेत्य नो इह |,"O Arjuna! Sacrifice performed without faith, charity given without faith, austerity performed without faith, and any action done without faith are all said to be 'Asat'; such actions are neither beneficial in this world nor after death.",aśraddhayā hutaṃ dattaṃ tapastaptaṃ kṛtaṃ ca yat .asadityucyate pārtha na ca tatprepya no iha,BG_17_28
18,1,अर्जुन उवाच |संन्यासस्य महाबाहो तत्त्वमिच्छामि वेदितुम् |त्यागस्य च हृषीकेश पृथक्केशिनिषूदन |,"Arjuna said: O mighty-armed Shree Krishna, O inner controller of all, O Slayer of Kesi, I wish to know severally the truth of Samnyasa and Tyaga.",arjuna uvāca .saṃnyāsasya mahābāho tattvamicchāmi veditum .tyāgasya ca hṛṣīkeśa pṛthakkeśiniṣūdana,BG_18_1
18,2,श्रीभगवानुवाच |काम्यानां कर्मणां न्यासं संन्यासं कवयो विदुः |सर्वकर्मफलत्यागं प्राहुस्त्यागं विचक्षणाः |,Shree Bhagavan said: Some sages understand Samnyasa as the giving up of all actions motivated by desire; and other thinkers declare that Tyaga consists in relinquishing the fruit of all actions.,śrībhagavānuvāca .kāmyānāṃ karmaṇāṃ nyāsaṃ saṃnyāsaṃ kavayo viduḥ .sarvakarmaphalatyāgaṃ prāhustyāgaṃ vicakṣaṇāḥ,BG_18_2
18,3,त्याज्यं दोषवदित्येके कर्म प्राहुर्मनीषिणः |यज्ञदानतपःकर्म न त्याज्यमिति चापरे |,"Some wise men declare that all actions contain a measure of evil, and are therefore worth giving up, while others say that acts of sacrifice, charity and penance are not to be given up.",tyājyaṃ doṣavadityeke karma prāhurmanīṣiṇaḥ .yajñadānatapaḥkarma na tyājyamiti cāpare,BG_18_3
18,4,निश्चयं शृणु मे तत्र त्यागे भरतसत्तम |त्यागो हि पुरुषव्याघ्र त्रिविधः सम्प्रकीर्तितः |,"Of Samnyasa and Tyaga, first hear My conclusion on the subject of Tyaga, Arjuna; for Tyaga, O tiger among men, has been declared to be of three kinds—Sattvika, Rajasika and Tamasika.",niścayaṃ śṛṇu me tatra tyāge bharatasattama .tyāgo hi puruṣavyāghra trividhaḥ samprakīrtitaḥ,BG_18_4
18,6,एतान्यपि तु कर्माणि सङ्गं त्यक्त्वा फलानि च |कर्तव्यानीति मे पार्थ निश्चितं मतमुत्तमम् |,"Hence these acts of sacrifice, charity and penance, and all other acts too, must be performed without attachment and hope of reward: this is My considered and supreme verdict, Arjuna. A prescribed duty which is performed simply because it has to be performed, giving up attachment and fruit, that alone has been recognized as the Sattvika form of renunciation.",etānyapi tu karmāṇi saṅgaṃ tyaktvā phalāni ca .kartavyānīti me pārtha niścitaṃ matamuttamam,BG_18_6
18,10,न द्वेष्ट्यकुशलं कर्म कुशले नानुषज्जते |त्यागी सत्त्वसमाविष्टो मेधावी छिन्नसंशयः |,"One who does not look with desire upon the unskilled work and is not attached to the skilled work, that man is a true renunciant, endowed with pure goodness, free from doubt, and wise.",na dveṣṭyakuśalaṃ karma kuśale nānuṣajjate .tyāgī sattvasamāviṣṭo medhāvī chinnasaṃśayaḥ,BG_18_10
18,11,न हि देहभृता शक्यं त्यक्तुं कर्माण्यशेषतः |यस्तु कर्मफलत्यागी स त्यागीत्यभिधीयते |,"Since all actions cannot be given up in their entirety by anyone possessing a body, he alone who renounces the fruit of actions is called a man of renunciation.",na hi dehabhṛtā śakyaṃ tyaktuṃ karmāṇyaśeṣataḥ .yastu karmaphalatyāgī sa tyāgītyabhidhīyate,BG_18_11
18,12,अनिष्टमिष्टं मिश्रं च त्रिविधं कर्मणः फलम् |भवत्यत्यागिनां प्रेत्य न तु संन्यासिनां क्वचित् |,"Welcome, unwelcome and mixed-threefold, indeed, is the fruit that accrues hereafter from the actions of the unrenouncing. But there is none ever for those who have renounced.",aniṣṭamiṣṭaṃ miśraṃ ca trividhaṃ karmaṇaḥ phalam .bhavatyatyāgināṃ pretya na tu saṃnyāsināṃ kvacit,BG_18_12
18,14,अधिष्ठानं तथा कर्ता करणं च पृथग्विधम् |विविधाश्च पृथक्चेष्टा दैवं चैवात्र पञ्चमम् |,"The following are the factors operating towards the accomplishment of actions, viz., the seat of action and the agent, the organs of different kinds and the separate movements of divergent types; and the fifth is Daiva or destiny.",adhiṣṭhānaṃ tathā kartā karaṇaṃ ca pṛthagvidham .vividhāśca pṛthakceṣṭā daivaṃ caivātra pañcamam,BG_18_14
18,15,शरीरवाङ्मनोभिर्यत्कर्म प्रारभते नरः |न्याय्यं वा विपरीतं वा पञ्चैते तस्य हेतवः |,"These five are the contributory causes of whatever actions, right or wrong man performs with the mind, speech and body.",śarīravāṅmanobhiryatkarma prārabhate naraḥ .nyāyyaṃ vā viparītaṃ vā pañcaite tasya hetavaḥ,BG_18_15
18,16,तत्रैवं सति कर्तारमात्मानं केवलं तु यः |पश्यत्यकृतबुद्धित्वान्न स पश्यति दुर्मतिः |,"Notwithstanding this, however, he who, having an impure mind, regards the absolute, taintless Self alone as the doer, that man of perverse understanding does not view aright.",tatraivaṃ sati kartāramātmānaṃ kevalaṃ tu yaḥ .paśyatyakṛtabuddhitvānna sa paśyati durmatiḥ,BG_18_16
18,17,यस्य नाहंकृतो भावो बुद्धिर्यस्य न लिप्यते |हत्वाऽपि स इमाँल्लोकान्न हन्ति न निबध्यते |,"He whose mind is free from the sense of doership, and whose reason is not tainted by worldly objects and activities, does not really slay, even having slaughtered all these creatures, nor is bound by sin.",yasya nāhaṃkṛto bhāvo buddhiryasya na lipyate .hatvā.api sa imā.Nllokānna hanti na nibadhyate,BG_18_17
18,18,ज्ञानं ज्ञेयं परिज्ञाता त्रिविधा कर्मचोदना |करणं कर्म कर्तेति त्रिविधः कर्मसंग्रहः |,"The knower, knowledge and the object of knowledge—these three are the causes of action; the agent, the instrument and the action—these three constitute the collection of actions.",jñānaṃ jñeyaṃ parijñātā trividhā karmacodanā .karaṇaṃ karma karteti trividhaḥ karmasaṃgrahaḥ,BG_18_18
18,19,ज्ञानं कर्म च कर्ताच त्रिधैव गुणभेदतः |प्रोच्यते गुणसङ्ख्याने यथावच्छृणु तान्यपि |,"In the branch of knowledge dealing with the Gunas or modes of Prakrti, knowledge and action as well as the doer have been declared to be of three kinds according to the Guna which predominates in each; hear them too duly from Me.",jñānaṃ karma ca kartāca tridhaiva guṇabhedataḥ .procyate guṇasaṅkhyāne yathāvacchṛṇu tānyapi,BG_18_19
18,20,सर्वभूतेषु येनैकं भावमव्ययमीक्षते |अविभक्तं विभक्तेषु तज्ज्ञानं विद्धि सात्त्विकम् |,"That by which man perceives one imperishable divine existence as undivided and equally present in all individual beings, know that knowledge to be Sattvika.",sarvabhūteṣu yenaikaṃ bhāvamavyayamīkṣate .avibhaktaṃ vibhakteṣu tajjñānaṃ viddhi sāttvikam,BG_18_20
18,21,पृथक्त्वेन तु यज्ज्ञानं नानाभावान्पृथग्विधान् |वेत्ति सर्वेषु भूतेषु तज्ज्ञानं विद्धि राजसम् |,"That, however, by which man cognize many existences of various kinds as apart from one another in all beings, know that knowledge to be Rajasika.",pṛthaktvena tu yajjñānaṃ nānābhāvānpṛthagvidhān .vetti sarveṣu bhūteṣu tajjñānaṃ viddhi rājasam,BG_18_21
