query_id,query,positive,negative,positive_id,negative_id,query_language
BG_10_26_en_sa,"Among all trees, I am the Asvattha; among the celestial sages, Narada; among the Gandharvas, Citraratha; and among the Siddhas, I am the sage Kapila.",अश्वत्थः सर्ववृक्षाणां देवर्षीणां च नारदः |गन्धर्वाणां चित्ररथः सिद्धानां कपिलो मुनिः |,बीजं मां सर्वभूतानां विद्धि पार्थ सनातनम् |बुद्धिर्बुद्धिमतामस्मि तेजस्तेजस्विनामहम् |,BG_10_26,BG_7_10,english
BG_10_27_en_sa,"Among horses, know Me to be the celestial horse Uccaihsrava, begotten of the churning of the ocean along with nectar; among mighty elephants Airavata; and among men, the king.",उच्चैःश्रवसमश्वानां विद्धि माममृतोद्भवम् |ऐरावतं गजेन्द्राणां नराणां च नराधिपम् |,पुरोधसां च मुख्यं मां विद्धि पार्थ बृहस्पतिम् |सेनानीनामहं स्कन्दः सरसामस्मि सागरः |,BG_10_27,BG_10_24,english
BG_10_28_en_sa,"Among weapons, I am the thunderbolt; among cows, I am the celestial cow Kamadhenu. I am the sexual desire which leads to procreation; among serpents, I am Vasuki.",आयुधानामहं वज्रं धेनूनामस्मि कामधुक् |प्रजनश्चास्मि कन्दर्पः सर्पाणामस्मि वासुकिः |,अहं वैश्वानरो भूत्वा प्राणिनां देहमाश्रितः |प्राणापानसमायुक्तः पचाम्यन्नं चतुर्विधम् |,BG_10_28,BG_15_14,english
BG_10_29_en_sa,"Among Nagas, I am the serpent-god Ananta; and I am Varuna, the lord of aquatic creatures. Among the manes, I am Aryama, and among rulers, I am Yama.",अनन्तश्चास्मि नागानां वरुणो यादसामहम् |पितॄणामर्यमा चास्मि यमः संयमतामहम् |,आयुधानामहं वज्रं धेनूनामस्मि कामधुक् |प्रजनश्चास्मि कन्दर्पः सर्पाणामस्मि वासुकिः |,BG_10_29,BG_10_28,english
BG_10_30_en_sa,"Among the Daityas, I am the great devotee Prahlada; and among reckoners, I am Time. So among quadrupeds, I am the lion; and among birds, I am Garuda.",प्रह्लादश्चास्मि दैत्यानां कालः कलयतामहम् |मृगाणां च मृगेन्द्रोऽहं वैनतेयश्च पक्षिणाम् |,अहं वैश्वानरो भूत्वा प्राणिनां देहमाश्रितः |प्राणापानसमायुक्तः पचाम्यन्नं चतुर्विधम् |,BG_10_30,BG_15_14,english
BG_10_34_en_sa,"I am the all-destroying Death that snatches all, and the origin of all that shall be born. Among women, I am Kirti, Shree, Vak, Smrti, Medha, Dhrti and Ksama.",मृत्युः सर्वहरश्चाहमुद्भवश्च भविष्यताम् |कीर्तिः श्रीर्वाक्च नारीणां स्मृतिर्मेधा धृतिः क्षमा |,मयि सर्वाणि कर्माणि संन्यस्याध्यात्मचेतसा |निराशीर्निर्ममो भूत्वा युध्यस्व विगतज्वरः |,BG_10_34,BG_3_30,english
BG_10_35_en_sa,"Likewise among the Srutis that can be sung, I am the variety known as Brhatsama; while among the Vedic hymns, I am the hymn known as Gayatri. Again, among the twelve months of the Hindu calendar; I am the month Margasirsha and among the seasons, I am the spring.",बृहत्साम तथा साम्नां गायत्री छन्दसामहम् |मासानां मार्गशीर्षोऽहमृतूनां कुसुमाकरः |,आयुधानामहं वज्रं धेनूनामस्मि कामधुक् |प्रजनश्चास्मि कन्दर्पः सर्पाणामस्मि वासुकिः |,BG_10_35,BG_10_28,english
BG_10_36_en_sa,"I am gambling among deceitful practices, and the glory of the glorious. I am the victory of the victorious, the resolve of the resolute, the goodness of the good.",द्यूतं छलयतामस्मि तेजस्तेजस्विनामहम् |जयोऽस्मि व्यवसायोऽस्मि सत्त्वं सत्त्ववतामहम् |,मयि चानन्ययोगेन भक्तिरव्यभिचारिणी |विविक्तदेशसेवित्वमरतिर्जनसंसदि |,BG_10_36,BG_13_11,english
BG_10_37_en_sa,"Among the Vrishnis I am Vasudeva, among the Pandavas I am Dhananjaya; among the sages I am Vyasa, and among poets I am the poet Ushanas.",वृष्णीनां वासुदेवोऽस्मि पाण्डवानां धनञ्जयः |मुनीनामप्यहं व्यासः कवीनामुशना कविः |,आयुधानामहं वज्रं धेनूनामस्मि कामधुक् |प्रजनश्चास्मि कन्दर्पः सर्पाणामस्मि वासुकिः |,BG_10_37,BG_10_28,english
BG_10_38_en_sa,"I am the subduing power in rulers; I am righteousness in those who seek to conquer. Of things to be kept secret, I am the custodian in the shape of reticence; and I am the wisdom of the wise.",दण्डो दमयतामस्मि नीतिरस्मि जिगीषताम् |मौनं चैवास्मि गुह्यानां ज्ञानं ज्ञानवतामहम् |,मय्येव मन आधत्स्व मयि बुद्धिं निवेशय |निवसिष्यसि मय्येव अत ऊर्ध्वं न संशयः |,BG_10_38,BG_12_8,english
BG_10_39_en_sa,"Arjuna, I am even that which is the seed of all life. For there is no creature, moving or inert, which exists without Me.",यच्चापि सर्वभूतानां बीजं तदहमर्जुन |न तदस्ति विना यत्स्यान्मया भूतं चराचरम् |,मया ततमिदं सर्वं जगदव्यक्तमूर्तिना |मत्स्थानि सर्वभूतानि न चाहं तेष्ववस्थितः |,BG_10_39,BG_9_4,english
BG_10_40_en_sa,"Arjuna, there is no limit to My divine manifestation. This is only a brief description by Me of the extent of My glory.",नान्तोऽस्ति मम दिव्यानां विभूतीनां परन्तप |एष तूद्देशतः प्रोक्तो विभूतेर्विस्तरो मया |,अर्जुन उवाच |मदनुग्रहाय परमं गुह्यमध्यात्मसंज्ञितम् |यत्त्वयोक्तं वचस्तेन मोहोऽयं विगतो मम |,BG_10_40,BG_11_1,english
BG_10_41_en_sa,"Whatever is endowed with existence, consciousness, and glory, know that to be a manifestation of a part of My splendor.",यद्यद्विभूतिमत्सत्त्वं श्रीमदूर्जितमेव वा |तत्तदेवावगच्छ त्वं मम तेजोंऽशसम्भवम् |,इति क्षेत्रं तथा ज्ञानं ज्ञेयं चोक्तं समासतः |मद्भक्त एतद्विज्ञाय मद्भावायोपपद्यते |,BG_10_41,BG_13_19,english
BG_10_42_en_sa,"Or, what will you gain by knowing all this in detail, Arjuna? Suffice it to say that I stand holding this entire universe by a fraction of My Yogic power.",अथवा बहुनैतेन किं ज्ञातेन तवार्जुन |विष्टभ्याहमिदं कृत्स्नमेकांशेन स्थितो जगत् |,श्रीभगवानुवाच |मय्यासक्तमनाः पार्थ योगं युञ्जन्मदाश्रयः |असंशयं समग्रं मां यथा ज्ञास्यसि तच्छृणु |,BG_10_42,BG_7_1,english
BG_11_1_en_sa,"Arjuna said: Thanks to the most profound words of spiritual wisdom that You have spoken out of kindness to me, this delusion of mine has entirely disappeared.",अर्जुन उवाच |मदनुग्रहाय परमं गुह्यमध्यात्मसंज्ञितम् |यत्त्वयोक्तं वचस्तेन मोहोऽयं विगतो मम |,अर्जुन उवाच |नष्टो मोहः स्मृतिर्लब्धा त्वत्प्रसादान्मयाच्युत |स्थितोऽस्मि गतसन्देहः करिष्ये वचनं तव |,BG_11_1,BG_18_73,english
BG_11_3_en_sa,"Your divine form possessed of wisdom, glory, energy, strength, valour and effulgence, O best of persons!",एवमेतद्यथात्थ त्वमात्मानं परमेश्वर |द्रष्टुमिच्छामि ते रूपमैश्वरं पुरुषोत्तम |,स्वयमेवात्मनात्मानं वेत्थ त्वं पुरुषोत्तम |भूतभावन भूतेश देवदेव जगत्पते |,BG_11_3,BG_10_15,english
BG_11_4_en_sa,"O Lord, if You think that it is possible for me to behold that form by me, then show me that imperishable form, O Lord of Yoga.",मन्यसे यदि तच्छक्यं मया द्रष्टुमिति प्रभो |योगेश्वर ततो मे त्वं दर्शयात्मानमव्ययम् |,न तु मां शक्यसे द्रष्टुमनेनैव स्वचक्षुषा |दिव्यं ददामि ते चक्षुः पश्य मे योगमैश्वरम् |,BG_11_4,BG_11_8,english
BG_11_5_en_sa,"Shree Bhagavan said: Arjuna, behold presently in hundreds and thousands, My multifarious divine forms, of various colours and shapes.",श्रीभगवानुवाच |पश्य मे पार्थ रूपाणि शतशोऽथ सहस्रशः |नानाविधानि दिव्यानि नानावर्णाकृतीनि च |,अर्जुन उवाच |संन्यासस्य महाबाहो तत्त्वमिच्छामि वेदितुम् |त्यागस्य च हृषीकेश पृथक्केशिनिषूदन |,BG_11_5,BG_18_1,english
BG_11_6_en_sa,"Behold in Me the Adityas, the Vasus, the Rudras, the two Ashvins, and also the Maruts, O Bharata, and many wonders never seen before.",पश्यादित्यान्वसून्रुद्रानश्विनौ मरुतस्तथा |बहून्यदृष्टपूर्वाणि पश्याश्चर्याणि भारत |,पुरोधसां च मुख्यं मां विद्धि पार्थ बृहस्पतिम् |सेनानीनामहं स्कन्दः सरसामस्मि सागरः |,BG_11_6,BG_10_24,english
BG_11_7_en_sa,"Arjuna, behold as concentrated within this body of Mine the entire creation consisting of both animate and inanimate beings, and whatever else you desire to see.",इहैकस्थं जगत्कृत्स्नं पश्याद्य सचराचरम् |मम देहे गुडाकेश यच्चान्यद् द्रष्टुमिच्छसि |,अर्जुन उवाच |स्थाने हृषीकेश तव प्रकीर्त्याजगत्प्रहृष्यत्यनुरज्यते च |रक्षांसि भीतानि दिशो द्रवन्तिसर्वे नमस्यन्ति च सिद्धसङ्घाः |,BG_11_7,BG_11_36,english
BG_11_8_en_sa,"But surely you cannot see Me with these human eyes of yours; therefore, I vouchsafe to you the divine eye. With this you behold My divine power of Yoga.",न तु मां शक्यसे द्रष्टुमनेनैव स्वचक्षुषा |दिव्यं ददामि ते चक्षुः पश्य मे योगमैश्वरम् |,एतां विभूतिं योगं च मम यो वेत्ति तत्त्वतः |सोऽविकम्पेन योगेन युज्यते नात्र संशयः |,BG_11_8,BG_10_7,english
BG_11_9_en_sa,"Sanjaya said: My lord! having spoken thus, Shree Krishna, the supreme Master of Yoga, forthwith revealed to Arjuna His supremely glorious divine Form.",सञ्जय उवाच |एवमुक्त्वा ततो राजन्महायोगेश्वरो हरिः |दर्शयामास पार्थाय परमं रूपमैश्वरम् |,अर्जुन उवाच |अयतिः श्रद्धयोपेतो योगाच्चलितमानसः |अप्राप्य योगसंसिद्धिं कां गतिं कृष्ण गच्छति |,BG_11_9,BG_6_37,english
BG_11_10_en_sa,"Arjuna saw the supreme Deity possessing many mouths and eyes, presenting many a wonderful sight, decked with many divine ornaments, wielding many uplifted divine weapons,",अनेकवक्त्रनयनमनेकाद्भुतदर्शनम् |अनेकदिव्याभरणं दिव्यानेकोद्यतायुधम् |,अर्जुन उवाच |परं ब्रह्म परं धाम पवित्रं परमं भवान् |पुरुषं शाश्वतं दिव्यमादिदेवमजं विभुम् |,BG_11_10,BG_10_12,english
BG_11_11_en_sa,"wearing divine garlands and clothes, besmeared all over with divine sandal-pastes, full of all wonders, infinite and having faces on all sides.",दिव्यमाल्याम्बरधरं दिव्यगन्धानुलेपनम् |सर्वाश्चर्यमयं देवमनन्तं विश्वतोमुखम् |,भीष्मद्रोणप्रमुखतः सर्वेषां च महीक्षिताम् |उवाच पार्थ पश्यैतान्समवेतान्कुरूनिति |,BG_11_11,BG_1_25,english
BG_11_13_en_sa,"Concentrated at one place in the person of that supreme Deity, Arjuna then beheld the whole universe with its manifold divisions.",तत्रैकस्थं जगत्कृत्स्नं प्रविभक्तमनेकधा |अपश्यद्देवदेवस्य शरीरे पाण्डवस्तदा |,यथाकाशस्थितो नित्यं वायुः सर्वत्रगो महान् |तथा सर्वाणि भूतानि मत्स्थानीत्युपधारय |,BG_11_13,BG_9_6,english
BG_11_16_en_sa,"O lord of the universe, I see You endowed with numerous arms, bellies, mouths, and eyes and having innumerable forms extended on all sides. I see neither Your beginning nor middle, nor even Your end, manifested as You are in the form of the universe.",अनेकबाहूदरवक्त्रनेत्रंपश्यामि त्वां सर्वतोऽनन्तरूपम् |नान्तं न मध्यं न पुनस्तवादिंपश्यामि विश्वेश्वर विश्वरूप |,श्रीभगवानुवाच |बहूनि मे व्यतीतानि जन्मानि तव चार्जुन |तान्यहं वेद सर्वाणि न त्वं वेत्थ परन्तप |,BG_11_16,BG_4_5,english
BG_11_17_en_sa,"I see You endowed with diadems, clubs and discuses, a mass of splendour flaming all round, having the brilliance of a blazing fire and the sun, hard to gaze at and immeasurable on all sides.",किरीटिनं गदिनं चक्रिणं चतेजोराशिं सर्वतो दीप्तिमन्तम् |पश्यामि त्वां दुर्निरीक्ष्यं समन्ताद्दीप्तानलार्कद्युतिमप्रमेयम् |,द्यावापृथिव्योरिदमन्तरं हिव्याप्तं त्वयैकेन दिशश्च सर्वाः |दृष्ट्वाद्भुतं रूपमुग्रं तवेदंलोकत्रयं प्रव्यथितं महात्मन् |,BG_11_17,BG_11_20,english
BG_11_18_en_sa,"You are the supreme indestructible worthy of being known; You are the ultimate refuge of this universe. You are, again, the protector of the ageless Dharma; I consider You to be the eternal imperishable Being.",त्वमक्षरं परमं वेदितव्यंत्वमस्य विश्वस्य परं निधानम् |त्वमव्ययः शाश्वतधर्मगोप्तासनातनस्त्वं पुरुषो मतो मे |,श्रीभगवानुवाच |बहूनि मे व्यतीतानि जन्मानि तव चार्जुन |तान्यहं वेद सर्वाणि न त्वं वेत्थ परन्तप |,BG_11_18,BG_4_5,english
BG_11_19_en_sa,"I see You without beginning, middle or end, possessing unlimited prowess and endowed with numberless arms, having the moon and the sun for Your eyes, and blazing fire for Your mouth, and scorching this universe by Your radiance.",अनादिमध्यान्तमनन्तवीर्य-मनन्तबाहुं शशिसूर्यनेत्रम् |पश्यामि त्वां दीप्तहुताशवक्त्रंस्वतेजसा विश्वमिदं तपन्तम् |,नभःस्पृशं दीप्तमनेकवर्णंव्यात्ताननं दीप्तविशालनेत्रम् |दृष्ट्वा हि त्वां प्रव्यथितान्तरात्माधृतिं न विन्दामि शमं च विष्णो |,BG_11_19,BG_11_24,english
BG_11_20_en_sa,"Yonder space between heaven and earth and all the quarters are entirely filled by You alone. Seeing this transcendent, dreadful form of yours, O sould of the universe, all the three worlds feels greatly alarmed.",द्यावापृथिव्योरिदमन्तरं हिव्याप्तं त्वयैकेन दिशश्च सर्वाः |दृष्ट्वाद्भुतं रूपमुग्रं तवेदंलोकत्रयं प्रव्यथितं महात्मन् |,सुखं त्विदानीं त्रिविधं शृणु मे भरतर्षभ |अभ्यासाद्रमते यत्र दुःखान्तं च निगच्छति |,BG_11_20,BG_18_36,english
BG_11_21_en_sa,"Yonder hosts of gods are entering You; some with palms joined out of fear are uttering Your names and glories. Multitudes of Maharsis and Siddhas, saying ‘Let there be peace’, are extolling You by means of excellent hymns.",अमी हि त्वां सुरसङ्घा विशन्तिकेचिद्भीताः प्राञ्जलयो गृणन्ति |स्वस्तीत्युक्त्वा महर्षिसिद्धसङ्घाःस्तुवन्ति त्वां स्तुतिभिः पुष्कलाभिः |,युञ्जन्नेवं सदात्मानं योगी विगतकल्मषः |सुखेन ब्रह्मसंस्पर्शमत्यन्तं सुखमश्नुते |,BG_11_21,BG_6_28,english
BG_11_24_en_sa,"Because, O Vishnu! touching the sky, radiant, adorned with many colors, with spreading mouths and large luminous eyes, seeing You, my inner self is terrified; I cannot maintain my composure or peace.",नभःस्पृशं दीप्तमनेकवर्णंव्यात्ताननं दीप्तविशालनेत्रम् |दृष्ट्वा हि त्वां प्रव्यथितान्तरात्माधृतिं न विन्दामि शमं च विष्णो |,श्रीभगवानुवाच |मया प्रसन्नेन तवार्जुनेदंरूपं परं दर्शितमात्मयोगात् |तेजोमयं विश्वमनन्तमाद्यंयन्मे त्वदन्येन न दृष्टपूर्वम् |,BG_11_24,BG_11_47,english
BG_11_25_en_sa,"Seeing Your faces frightful on account of their teeth, and flaring like the fire at the time of universal destruction, I am utterly bewildered and find no happiness; therefore, be kind to me, O Lord of celestials and Resting-place of the universe.",दंष्ट्राकरालानि च ते मुखानिदृष्ट्वैव कालानलसन्निभानि |दिशो न जाने न लभे च शर्मप्रसीद देवेश जगन्निवास |,मा ते व्यथा मा च विमूढभावोदृष्ट्वा रूपं घोरमीदृङ्ममेदम् |व्यपेतभीः प्रीतमनाः पुनस्त्वंतदेव मे रूपमिदं प्रपश्य |,BG_11_25,BG_11_49,english
BG_11_26_en_sa,"All those sons of Dhrtarastra with hosts of kings are entering You.Bhishma, Drona and yonder Karna, with the principal warriors on our side as well, are rushing headlong into Your fearful mouths.",अमी च त्वां धृतराष्ट्रस्य पुत्राःसर्वे सहैवावनिपालसङ्घैः |भीष्मो द्रोणः सूतपुत्रस्तथासौसहास्मदीयैरपि योधमुख्यैः |,भीष्मद्रोणप्रमुखतः सर्वेषां च महीक्षिताम् |उवाच पार्थ पश्यैतान्समवेतान्कुरूनिति |,BG_11_26,BG_1_25,english
BG_11_27_en_sa,"Rushing into Your fearful mouths looking all the more terrible on account of their teeth, some are seen stuck up in the gaps between Your teeth with their heads crushed.",वक्त्राणि ते त्वरमाणा विशन्तिदंष्ट्राकरालानि भयानकानि |केचिद्विलग्ना दशनान्तरेषुसन्दृश्यन्ते चूर्णितैरुत्तमाङ्गैः |,द्यावापृथिव्योरिदमन्तरं हिव्याप्तं त्वयैकेन दिशश्च सर्वाः |दृष्ट्वाद्भुतं रूपमुग्रं तवेदंलोकत्रयं प्रव्यथितं महात्मन् |,BG_11_27,BG_11_20,english
BG_11_29_en_sa,"As moths rush with great speed into the blazing fire for extinction out of their folly, even so all these people are with great rapidity entering Your mouths to meet their doom.",यथा प्रदीप्तं ज्वलनं पतङ्गाविशन्ति नाशाय समृद्धवेगाः |तथैव नाशाय विशन्ति लोकास्-तवापि वक्त्राणि समृद्धवेगाः |,यथाकाशस्थितो नित्यं वायुः सर्वत्रगो महान् |तथा सर्वाणि भूतानि मत्स्थानीत्युपधारय |,BG_11_29,BG_9_6,english
BG_11_30_en_sa,"Thou lickest up, devouring all the worlds on every side with Thy flaming mouths. Thy fierce rays, filling the whole world with radiance, are burning, O Vishnu!",लेलिह्यसे ग्रसमानः समन्ताल्-लोकान्समग्रान्वदनैर्ज्वलद्भिः |तेजोभिरापूर्य जगत्समग्रंभासस्तवोग्राः प्रतपन्ति विष्णो |,यथाकाशस्थितो नित्यं वायुः सर्वत्रगो महान् |तथा सर्वाणि भूतानि मत्स्थानीत्युपधारय |,BG_11_30,BG_9_6,english
BG_11_31_en_sa,"Tell me who You are with a form so terrible. My obeisance to You, O best of gods; be kind to me, I wish to know You, the Primal Being, in particular; for I know not Your purpose.",आख्याहि मे को भवानुग्ररूपोनमोऽस्तु ते देववर प्रसीद |विज्ञातुमिच्छामि भवन्तमाद्यंन हि प्रजानामि तव प्रवृत्तिम् |,श्रीभगवानुवाच |बहूनि मे व्यतीतानि जन्मानि तव चार्जुन |तान्यहं वेद सर्वाणि न त्वं वेत्थ परन्तप |,BG_11_31,BG_4_5,english
BG_11_33_en_sa,"Therefore, arise, gain fame, conquer the enemies, and enjoy a prosperous kingdom with wealth and resources. These brave warriors have already been slain by Me. O Savyasachin, you are only the instrument.",तस्मात्त्वमुत्तिष्ठ यशो लभस्वजित्वा शत्रून् भुङ्क्ष्व राज्यं समृद्धम् |मयैवैते निहताः पूर्वमेवनिमित्तमात्रं भव सव्यसाचिन् |,सत्त्वं सुखे सञ्जयति रजः कर्मणि भारत |ज्ञानमावृत्य तु तमः प्रमादे सञ्जयत्युत |,BG_11_33,BG_14_9,english
BG_11_35_en_sa,"Sanjaya said: Hearing these words of Bhagavan Keshava, Arjuna tremblingly bowed to Him with joined palms, and bowing again in extreme terror spoke to Shree Krishna in faltering accents.",सञ्जय उवाच |एतच्छ्रुत्वा वचनं केशवस्यकृताञ्जलिर्वेपमानः किरीटी |नमस्कृत्वा भूय एवाह कृष्णंसगद्गदं भीतभीतः प्रणम्य |,अर्जुन उवाच |अयतिः श्रद्धयोपेतो योगाच्चलितमानसः |अप्राप्य योगसंसिद्धिं कां गतिं कृष्ण गच्छति |,BG_11_35,BG_6_37,english
BG_11_36_en_sa,"Arjuna said: Lord, well it is the universe exults and is filled with love by chanting Your names, virtues and glory; terrified Raksasas are fleeing in all directions, and all the hosts of Siddhas are bowing to You.",अर्जुन उवाच |स्थाने हृषीकेश तव प्रकीर्त्याजगत्प्रहृष्यत्यनुरज्यते च |रक्षांसि भीतानि दिशो द्रवन्तिसर्वे नमस्यन्ति च सिद्धसङ्घाः |,अर्जुन उवाच |परं ब्रह्म परं धाम पवित्रं परमं भवान् |पुरुषं शाश्वतं दिव्यमादिदेवमजं विभुम् |,BG_11_36,BG_10_12,english
BG_11_37_en_sa,"O great soul, why should they not bow to You, who are the progenitor of Brahma himself and the greatest of the great? O infinite Lord of celestials, Abode of the universe, You are that which is existent, that which is non-existentand also that which is beyond both, viz., the indestructible Brahma.",कस्माच्च ते न नमेरन्महात्मन्गरीयसे ब्रह्मणोऽप्यादिकर्त्रे |अनन्त देवेश जगन्निवासत्वमक्षरं सदसत्तत्परं यत् |,श्रीभगवानुवाच |बहूनि मे व्यतीतानि जन्मानि तव चार्जुन |तान्यहं वेद सर्वाणि न त्वं वेत्थ परन्तप |,BG_11_37,BG_4_5,english
BG_11_38_en_sa,"You are the primal Deity, the most ancient Person; You are the ultimate resort of this universe. You are both the knower and the knowable, and the highest abode. It is You who pervade the universe, assuming endless forms.",त्वमादिदेवः पुरुषः पुराणस्-त्वमस्य विश्वस्य परं निधानम् |वेत्तासि वेद्यं च परं च धामत्वया ततं विश्वमनन्तरूप |,श्रीभगवानुवाच |बहूनि मे व्यतीतानि जन्मानि तव चार्जुन |तान्यहं वेद सर्वाणि न त्वं वेत्थ परन्तप |,BG_11_38,BG_4_5,english
BG_11_39_en_sa,"You are Vayu, Yama, Agni, the moon-god, Brahma, nay, the father of Brahma Himself. Hail, hail to You a thousand times; salutations, repeated salutations O You once again.",वायुर्यमोऽग्निर्वरुणः शशाङ्कःप्रजापतिस्त्वं प्रपितामहश्च |नमो नमस्तेऽस्तु सहस्रकृत्वःपुनश्च भूयोऽपि नमो नमस्ते |,अर्जुन उवाच |परं ब्रह्म परं धाम पवित्रं परमं भवान् |पुरुषं शाश्वतं दिव्यमादिदेवमजं विभुम् |,BG_11_39,BG_10_12,english
BG_11_40_en_sa,"O Lord of infinite prowess, my salutations to You from before and from behind. O soul of all, my obeisance to You from all sides indeed. You, who possess limitless might, pervade all; therefore, You are all.",नमः पुरस्तादथ पृष्ठतस्तेनमोऽस्तु ते सर्वत एव सर्व |अनन्तवीर्यामितविक्रमस्त्वंसर्वं समाप्नोषि ततोऽसि सर्वः |,श्रीभगवानुवाच |बहूनि मे व्यतीतानि जन्मानि तव चार्जुन |तान्यहं वेद सर्वाणि न त्वं वेत्थ परन्तप |,BG_11_40,BG_4_5,english
BG_11_41_en_sa,"O Krishna, O Yadava, O friend! Thinking of You as a mere companion, whatever I have said rashly, without understanding Your greatness, and disrespectfully in jest, while at play, reposing, sitting or at meals, either alone or before others, for all that I crave forgiveness from You, who are immeasurable.",सखेति मत्वा प्रसभं यदुक्तंहे कृष्ण हे यादव हे सखेति |अजानता महिमानं तवेदंमया प्रमादात्प्रणयेन वापि |,श्रीभगवानुवाच |असंशयं महाबाहो मनो दुर्निग्रहं चलम् |अभ्यासेन तु कौन्तेय वैराग्येण च गृह्यते |,BG_11_41,BG_6_35,english
BG_11_42_en_sa,"And whatever insult I may have offered to You in jest, while at play, resting, sitting, or at meals, either alone or in front of others, O Infallible One, I implore You, the immeasurable, to forgive me.",यच्चावहासार्थमसत्कृतोऽसिविहारशय्यासनभोजनेषु |एकोऽथवाप्यच्युत तत्समक्षंतत्क्षामये त्वामहमप्रमेयम् |,न वेदयज्ञाध्ययनैर्न दानैर्-न च क्रियाभिर्न तपोभिरुग्रैः |एवंरूपः शक्य अहं नृलोकेद्रष्टुं त्वदन्येन कुरुप्रवीर |,BG_11_42,BG_11_48,english
BG_11_43_en_sa,"You are the father of all moving and non-moving beings, the greatest of gurus, and eminently worthy of worship. There is no one superior to You; how then can there be anyone equal to You in the three worlds?",पितासि लोकस्य चराचरस्यत्वमस्य पूज्यश्च गुरुर्गरीयान् |न त्वत्समोऽस्त्यभ्यधिकः कुतोऽन्योलोकत्रयेऽप्यप्रतिमप्रभाव |,स्वयमेवात्मनात्मानं वेत्थ त्वं पुरुषोत्तम |भूतभावन भूतेश देवदेव जगत्पते |,BG_11_43,BG_10_15,english
BG_11_44_en_sa,"Therefore, Lord, prostrating my body at Your feet and bowing low I seek to propitiate You, the ruler of all and worthy of all praise. It behoves You to bear with me even as father bears with his son, a friend with his friend and a husband with his beloved spouse,",तस्मात्प्रणम्य प्रणिधाय कायंप्रसादये त्वामहमीशमीड्यम् |पितेव पुत्रस्य सखेव सख्युःप्रियः प्रियायार्हसि देव सोढुम् |,श्रीभगवानुवाच |मय्यावेश्य मनो ये मां नित्ययुक्ता उपासते |श्रद्धया परयोपेताः ते मे युक्ततमा मताः |,BG_11_44,BG_12_2,english
BG_11_45_en_sa,"Having Seen Your wondrous form, which was never seen before, I feel transported with joy; at the same time my mind is tormented by fear. Pray reveal to me that divine form; the form of Visnu with four arms; O Lord of celestials Abode of the universe, be gracious.",अदृष्टपूर्वं हृषितोऽस्मि दृष्ट्वाभयेन च प्रव्यथितं मनो मे |तदेव मे दर्शय देव रूपंप्रसीद देवेश जगन्निवास |,किरीटिनं गदिनं चक्रहस्तंइच्छामि त्वां द्रष्टुमहं तथैव |तेनैव रूपेण चतुर्भुजेनसहस्रबाहो भव विश्वमूर्ते |,BG_11_45,BG_11_46,english
BG_11_46_en_sa,"I wish to see You wearing the crown, holding the mace and discus in Your hands. Therefore, O thousand-armed one, O universal form, manifest Yourself in that four-armed form.Seeing such a dreadful Form of Mine as this, be not perturbed or perplexed; with a fearless and complacent mind, behold once more this My form adorned with conch, discus, mace and lotus.",किरीटिनं गदिनं चक्रहस्तंइच्छामि त्वां द्रष्टुमहं तथैव |तेनैव रूपेण चतुर्भुजेनसहस्रबाहो भव विश्वमूर्ते |,कृपया परयाविष्टो विषीदन्निदमब्रवीत् |अर्जुन उवाच |दृष्ट्वेमं स्वजनं कृष्ण युयुत्सुं समुपस्थितम् |,BG_11_46,BG_1_28,english
BG_11_47_en_sa,"Shree Bhagavan said: Arjuna! pleased with you I have shown you, through My own power of Yoga, this supreme, effulgent, primal and infinite Cosmic Body, which was never seen before by any else than you.",श्रीभगवानुवाच |मया प्रसन्नेन तवार्जुनेदंरूपं परं दर्शितमात्मयोगात् |तेजोमयं विश्वमनन्तमाद्यंयन्मे त्वदन्येन न दृष्टपूर्वम् |,अर्जुन उवाच |मदनुग्रहाय परमं गुह्यमध्यात्मसंज्ञितम् |यत्त्वयोक्तं वचस्तेन मोहोऽयं विगतो मम |,BG_11_47,BG_11_1,english
BG_11_48_en_sa,"Arjuna, in this mortal world I cannot be seen in this Form by anyone else than you, either through study of the Vedas or of rituals, or a gain through gifts, actions or austere penances.",न वेदयज्ञाध्ययनैर्न दानैर्-न च क्रियाभिर्न तपोभिरुग्रैः |एवंरूपः शक्य अहं नृलोकेद्रष्टुं त्वदन्येन कुरुप्रवीर |,नाहं वेदैर्न तपसा न दानेन न चेज्यया |शक्य एवंविधो द्रष्टुं दृष्टवानसि मां यथा |,BG_11_48,BG_11_53,english
BG_11_49_en_sa,"Seeing such a dreadful Form of Mine as this, be not perturbed or perplexed; with a fearless and complacent mind, behold once again the same four-armed Form of Mine.",मा ते व्यथा मा च विमूढभावोदृष्ट्वा रूपं घोरमीदृङ्ममेदम् |व्यपेतभीः प्रीतमनाः पुनस्त्वंतदेव मे रूपमिदं प्रपश्य |,नाहं वेदैर्न तपसा न दानेन न चेज्यया |शक्य एवंविधो द्रष्टुं दृष्टवानसि मां यथा |,BG_11_49,BG_11_53,english
